regulatoryGene	targetGene	weight
FBgn0038826	FBgn0028570	0.00680477844433957
FBgn0045471	FBgn0028570	0.00680477844433957
FBgn0267541	FBgn0264513	0.00680390565473744
FBgn0000256	FBgn0013692	0.00680328950219192
FBgn0011205	FBgn0037038	0.00679993089899667
FBgn0036376	FBgn0265307	0.00679919704720585
FBgn0033169	FBgn0266861	0.00679831654650636
FBgn0003655	FBgn0266861	0.00679831654650636
FBgn0264947	FBgn0040723	0.00679820679456703
FBgn0030012	FBgn0036426	0.00679025856569415
FBgn0033921	FBgn0250845	0.00678944843615486
FBgn0260719	FBgn0000591	0.00678323786554115
FBgn0263467	FBgn0000591	0.00678323786554115
FBgn0037726	FBgn0028949	0.00678294573643411
FBgn0266955	FBgn0028949	0.00678294573643411
FBgn0031458	FBgn0028949	0.00678294573643411
FBgn0004190	FBgn0266153	0.00678060960909248
FBgn0030398	FBgn0266153	0.00678060960909248
FBgn0026089	FBgn0052639	0.00677781093246955
FBgn0033258	FBgn0036176	0.00677667104102575
FBgn0033615	FBgn0036176	0.00677667104102575
FBgn0085239	FBgn0036176	0.00677667104102575
FBgn0013812	FBgn0036176	0.00677667104102575
FBgn0260868	FBgn0046697	0.00677550491588769
FBgn0266994	FBgn0046697	0.00677550491588769
FBgn0030509	FBgn0046697	0.00677550491588769
FBgn0033350	FBgn0003377	0.00677369773484796
FBgn0036842	FBgn0265805	0.00676735342771822
FBgn0050438	FBgn0265805	0.00676735342771822
FBgn0259195	FBgn0265805	0.00676735342771822
FBgn0028949	FBgn0265805	0.00676735342771822
FBgn0034489	FBgn0052328	0.00676720798353412
FBgn0052329	FBgn0052328	0.00676720798353412
FBgn0053552	FBgn0052328	0.00676720798353412
FBgn0033271	FBgn0260643	0.00676357539644212
FBgn0036442	FBgn0260643	0.00676357539644212
FBgn0261990	FBgn0260643	0.00676357539644212
FBgn0264868	FBgn0260643	0.00676357539644212
FBgn0267564	FBgn0260643	0.00676357539644212
FBgn0039355	FBgn0262998	0.00675802475634433
FBgn0035043	FBgn0004181	0.00675783680913494
FBgn0052279	FBgn0004181	0.00675783680913494
FBgn0032961	FBgn0050043	0.00675081974239729
FBgn0053199	FBgn0050043	0.00675081974239729
FBgn0086660	FBgn0050043	0.00675081974239729
FBgn0011640	FBgn0050043	0.00675081974239729
FBgn0266564	FBgn0050043	0.00675081974239729
FBgn0283510	FBgn0050043	0.00675081974239729
FBgn0030001	FBgn0050043	0.00675081974239729
FBgn0265526	FBgn0053813	0.00675016926029627
FBgn0014396	FBgn0262482	0.00674855535994427
FBgn0267145	FBgn0052320	0.00674812716795372
FBgn0043471	FBgn0037577	0.00674330484071118
FBgn0265149	FBgn0037577	0.00674330484071118
FBgn0038958	FBgn0053017	0.00673988740459817
FBgn0082950	FBgn0259922	0.00673923340348025
FBgn0036207	FBgn0266232	0.00673609477578427
FBgn0037573	FBgn0266232	0.00673609477578427
FBgn0085327	FBgn0266232	0.00673609477578427
FBgn0051569	FBgn0030980	0.00673140826803003
FBgn0033275	FBgn0053272	0.00673120067547123
FBgn0085819	FBgn0053272	0.00673120067547123
FBgn0000018	FBgn0052283	0.00672775032755717
FBgn0037498	FBgn0052283	0.00672775032755717
FBgn0031716	FBgn0000229	0.00672675107956408
FBgn0037325	FBgn0267612	0.00672573927791799
FBgn0039213	FBgn0267612	0.00672573927791799
FBgn0267310	FBgn0267612	0.00672573927791799
FBgn0030141	FBgn0267756	0.0067223624309983
FBgn0033555	FBgn0032132	0.00671971329223286
FBgn0261270	FBgn0032132	0.00671971329223286
FBgn0265101	FBgn0032132	0.00671971329223286
FBgn0267798	FBgn0052232	0.00671479383580752
FBgn0261294	FBgn0038124	0.0067102287926415
FBgn0050277	FBgn0034837	0.00670849989109357
FBgn0034050	FBgn0032365	0.00670565792896867
FBgn0002922	FBgn0042199	0.00670451690970497
FBgn0267969	FBgn0004173	0.00670158224129695
FBgn0031675	FBgn0004173	0.00670158224129695
FBgn0262822	FBgn0053986	0.00670082255685343
FBgn0039483	FBgn0085205	0.00670069780834141
FBgn0034246	FBgn0263976	0.00669457845408369
FBgn0051106	FBgn0263976	0.00669457845408369
FBgn0037831	FBgn0037987	0.00669120941655899
FBgn0265856	FBgn0264471	0.00668930931868706
FBgn0031111	FBgn0085214	0.00668787189705545
FBgn0034420	FBgn0036466	0.00668690422273891
FBgn0266375	FBgn0036466	0.00668690422273891
FBgn0053775	FBgn0266873	0.00668544491425702
FBgn0260756	FBgn0266873	0.00668544491425702
FBgn0030348	FBgn0266873	0.00668544491425702
FBgn0028425	FBgn0032268	0.00668418502189741
FBgn0035109	FBgn0267827	0.0066838022157314
FBgn0038157	FBgn0039413	0.00666862624864947
FBgn0028969	FBgn0031332	0.0066668228792065
FBgn0011274	FBgn0039812	0.00666438572448237
FBgn0035293	FBgn0036325	0.00666360349684604
FBgn0033056	FBgn0052487	0.00666356399931144
FBgn0038280	FBgn0052487	0.00666356399931144
FBgn0083960	FBgn0052487	0.00666356399931144
FBgn0033364	FBgn0265728	0.00666328208592385
FBgn0041625	FBgn0265728	0.00666328208592385
FBgn0259185	FBgn0265728	0.00666328208592385
FBgn0038690	FBgn0263505	0.00666145029289234
FBgn0050363	FBgn0263505	0.00666145029289234
FBgn0031544	FBgn0263505	0.00666145029289234
FBgn0001341	FBgn0034661	0.00665962234469083
FBgn0004052	FBgn0034661	0.00665962234469083
FBgn0032061	FBgn0028901	0.00665382281657673
